ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors	12/3254	20/25972	0.6	4.78893669330055	6.41527079929678	6.9689154412044e-07	1.64858405905991e-05	1.30667164522582e-05	LOC110929308/LOC110929307/LOC110929300/LOC110929299/LOC110916839/LOC110886885/LOC110886886/LOC118490389/LOC110917615/LOC110877524/LOC110877473/LOC110918891	12
nitrate transmembrane transport	nitrate transmembrane transport	10/3254	15/25972	0.666666666666667	5.32104077033395	6.33541119693417	1.54942297546003e-06	3.55428240128256e-05	2.81713268265461e-05	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
mRNA processing	mRNA processing	19/3254	49/25972	0.387755102040816	3.09489106029628	5.55501091174275	3.03556928090781e-06	6.7586057224918e-05	5.3568869663079e-05	LOC110944872/LOC110929556/LOC110930669/LOC110930902/LOC110938194/LOC110942028/LOC110878945/LOC110886663/LOC110889405/LOC110890399/LOC110893921/LOC110895904/LOC110896031/LOC110899177/LOC110899217/LOC110899694/LOC110899930/LOC110903678/LOC110885270	19
histone H3K9 demethylase activity	histone H3K9 demethylase activity	10/3254	16/25972	0.625	4.98847572218808	6.03971052867785	3.66496805547791e-06	7.92680233713366e-05	6.28280238081928e-05	LOC110864993/LOC110937904/LOC110939759/LOC110940261/LOC110879789/LOC110897732/LOC110908467/LOC110911866/LOC110911863/LOC110918305	10
regulation of transcription by RNA polymerase II	regulation of transcription by RNA polymerase II	63/3254	284/25972	0.221830985915493	1.77055758026957	4.9415953957264	3.79925516939679e-06	7.98898934231491e-05	6.33209194899465e-05	LOC110864993/LOC110872969/LOC110883618/LOC110939924/LOC110925912/LOC110928841/LOC110927857/LOC110930023/LOC110930015/LOC110931060/LOC118491435/LOC110936113/LOC110937271/LOC110937904/LOC110939759/LOC110940261/LOC110941050/LOC118492252/LOC110941365/LOC110941861/LOC110942401/LOC110864899/LOC110937265/LOC110895945/LOC110873659/LOC110877772/LOC110878159/LOC110879789/LOC110884148/LOC110884442/LOC110886431/LOC110889131/LOC110889941/LOC110890470/LOC110894169/LOC110897552/LOC110893937/LOC110897732/LOC110898181/LOC110898637/LOC110899205/LOC110899252/LOC110900385/LOC110908394/LOC110908467/LOC110889253/LOC110907369/LOC110904598/LOC110910045/LOC110910240/LOC110911780/LOC110910633/LOC110911866/LOC110911863/LOC118487271/LOC110918924/LOC110918305/LOC110917899/LOC110923453/LOC110922099/LOC110923112/LOC110886130/LOC110926346	63
16:0 monogalactosyldiacylglycerol desaturase activity	16:0 monogalactosyldiacylglycerol desaturase activity	12/3254	23/25972	0.521739130434783	4.16429277678309	5.74577119374485	5.19434310404995e-06	0.000106273452155833	8.42325908764857e-05	LOC110910155/LOC110910125/LOC110910118/LOC110910112/LOC110902960/LOC110888213/LOC110932871/LOC110935698/LOC110935699/LOC110937199/LOC110866233/LOC110912163	12
membrane coat	membrane coat	11/3254	20/25972	0.55	4.38985863552551	5.73956834820775	6.64204431584126e-06	0.000132316514397153	0.000104874383934336	LOC110926651/LOC110932380/LOC110940972/LOC110897850/LOC110898070/LOC110899355/LOC110899566/LOC110904210/LOC110919628/LOC110895031/LOC110925390	11
alpha-mannosidase activity	alpha-mannosidase activity	8/3254	11/25972	0.727272727272727	5.80477174945522	6.03221008174931	6.98678717117106e-06	0.00013561533047632	0.000107489033402632	LOC110932471/LOC110901878/LOC110879976/LOC110911075/LOC110911974/LOC110918649/LOC110917653/LOC110915454	8
cullin-RING ubiquitin ligase complex	cullin-RING ubiquitin ligase complex	10/3254	17/25972	0.588235294117647	4.69503597382407	5.76767363569187	7.89615136414232e-06	0.000146442264465678	0.000116070487026957	LOC110929945/LOC110929946/LOC110937032/LOC110937360/LOC110866785/LOC118485382/LOC110908822/LOC110911733/LOC110865828/LOC110899127	10
DNA repair	DNA repair	54/3254	237/25972	0.227848101265823	1.81858355441793	4.79118747571626	8.02326426605902e-06	0.000146442264465678	0.000116070487026957	LOC110944111/LOC110867103/LOC110939166/LOC110889087/LOC110890289/LOC110930350/LOC110930351/LOC110928238/LOC110897711/LOC110934689/LOC110883630/LOC110924923/LOC110864679/LOC110944812/LOC110910658/LOC110865565/LOC110899463/LOC110872459/LOC110873364/LOC110870399/LOC110875450/LOC110878254/LOC110878568/LOC110876583/LOC110892410/LOC110880033/LOC110884257/LOC110884863/LOC110885883/LOC110890130/LOC110880939/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110899404/LOC110899405/LOC110908999/LOC110907220/LOC110906040/LOC110942779/LOC110915317/LOC110915385/LOC110919932/LOC110866977/LOC110924201/LOC110924815/LOC110925371/LOC110925248/LOC110922234	54
cinnamyl-alcohol dehydrogenase activity	cinnamyl-alcohol dehydrogenase activity	9/3254	14/25972	0.642857142857143	5.13100359996488	5.85129561858729	8.31838490359859e-06	0.000146442264465678	0.000116070487026957	LOC110867824/LOC110867822/LOC110867821/LOC110909259/LOC110909257/LOC110909246/LOC110907290/LOC110909243/LOC110909241	9
pre-mRNA 3'-splice site binding	pre-mRNA 3'-splice site binding	9/3254	14/25972	0.642857142857143	5.13100359996488	5.85129561858729	8.31838490359859e-06	0.000146442264465678	0.000116070487026957	LOC110882231/LOC110926883/LOC110895878/LOC110869810/LOC110878945/LOC110880513/LOC110889405/LOC110890399/LOC110937130	9
microfilament motor activity	microfilament motor activity	12/3254	24/25972	0.5	3.99078057775046	5.54761470541803	9.20171442241809e-06	0.000154793284839344	0.000122689525632241	LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110877028/LOC110889163/LOC110890487/LOC110890727/LOC110898610/LOC110898901	12
vesicle transport along actin filament	vesicle transport along actin filament	12/3254	24/25972	0.5	3.99078057775046	5.54761470541803	9.20171442241809e-06	0.000154793284839344	0.000122689525632241	LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110877028/LOC110889163/LOC110890487/LOC110890727/LOC110898610/LOC110898901	12
abscisic acid-activated signaling pathway	abscisic acid-activated signaling pathway	18/3254	48/25972	0.375	2.99308543331285	5.23074550093141	9.55874402858883e-06	0.000157303678905255	0.000124679269938115	LOC110943756/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110936916/LOC110890543/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089/LOC110895299/LOC110911073/LOC110921318	18
P-type calcium transporter activity	P-type calcium transporter activity	14/3254	32/25972	0.4375	3.49193300553165	5.33819492952402	1.17645377945523e-05	0.000189484151286726	0.000150185588866626	LOC110908087/LOC110927946/LOC110894822/LOC110940629/LOC118479706/LOC110865264/LOC110865694/LOC118480518/LOC110873341/LOC110895174/LOC110895175/LOC110889267/LOC110902435/LOC110911027	14
DNA replication	DNA replication	29/3254	103/25972	0.281553398058252	2.24723566514104	4.80004574108507	1.70501058002823e-05	0.000268894376891952	0.000213126322503528	LOC110944541/LOC110939166/LOC110889087/LOC110928238/LOC110934689/LOC110883630/LOC110944812/LOC110865565/LOC110873364/LOC110870399/LOC110875450/LOC110876583/LOC110892410/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110907220/LOC110942779/LOC110916704/LOC110919932/LOC110924201/LOC110924815/LOC110925248/LOC110922234	29
actin filament severing	actin filament severing	8/3254	12/25972	0.666666666666667	5.32104077033395	5.66623661036269	1.86419722681123e-05	0.00028223946013922	0.000223703667217347	LOC110866906/LOC110939809/LOC110940636/LOC110884179/LOC110865542/LOC110877481/LOC110885250/LOC110865468	8
regulation of phosphoprotein phosphatase activity	regulation of phosphoprotein phosphatase activity	8/3254	12/25972	0.666666666666667	5.32104077033395	5.66623661036269	1.86419722681123e-05	0.00028223946013922	0.000223703667217347	LOC110875474/LOC110927069/LOC110937454/LOC110876629/LOC110904292/LOC118487460/LOC110913776/LOC110911742	8
transcription corepressor activity	transcription corepressor activity	18/3254	51/25972	0.352941176470588	2.81702158429444	4.91572253176408	2.51528230478954e-05	0.000373346804848173	0.000295915565269358	LOC110926651/LOC110939924/LOC110926622/LOC110936113/LOC110933973/LOC110868603/LOC110896141/LOC110879252/LOC110883921/LOC110884104/LOC110885062/LOC110900709/LOC110903922/LOC110910292/LOC110911159/LOC110911337/LOC110923336/LOC110921400	18
myosin complex	myosin complex	12/3254	26/25972	0.461538461538462	3.68379745638504	5.18166422328582	2.57916282759337e-05	0.000375466588555419	0.000297595710876158	LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110877028/LOC110889163/LOC110890487/LOC110890727/LOC110898610/LOC110898901	12
actin filament binding	actin filament binding	28/3254	101/25972	0.277227722772277	2.21271002330719	4.62145904647791	3.22362560159046e-05	0.000460431052906411	0.000364938747349864	LOC110864823/LOC110866906/LOC110871306/LOC118490101/LOC110929719/LOC110936988/LOC110937308/LOC110939809/LOC110940636/LOC110941445/LOC110889691/LOC110884179/LOC110878917/LOC110865542/LOC110879595/LOC110877028/LOC110877481/LOC110885250/LOC110884683/LOC110889163/LOC110926044/LOC110890487/LOC110890302/LOC110890727/LOC110865468/LOC110898610/LOC110898901/LOC110915963	28
beta-glucosidase activity	beta-glucosidase activity	18/3254	52/25972	0.346153846153846	2.76284809228878	4.81578540315507	3.39883308266572e-05	0.000476466045107028	0.000377648120296191	LOC110915001/LOC110924931/LOC110864682/LOC110864736/LOC110868024/LOC110868408/LOC110868419/LOC110868493/LOC110868490/LOC118481214/LOC110891117/LOC110904336/LOC110904334/LOC110916552/LOC110916988/LOC110915465/LOC110916750/LOC110915717	18
endosomal transport	endosomal transport	9/3254	16/25972	0.5625	4.48962814996927	5.28431043500937	3.75092188905145e-05	0.000516263249093082	0.000409191478805613	LOC110920361/LOC110928863/LOC110928862/LOC110868115/LOC110877566/LOC110878704/LOC110891030/LOC110907942/LOC110909128	9
commitment complex	commitment complex	8/3254	13/25972	0.615384615384615	4.91172994184672	5.33905781917612	4.31167834507244e-05	0.000572621141617516	0.000453860878428678	LOC110871551/LOC110937390/LOC110869810/LOC110878945/LOC110880513/LOC110889405/LOC110890399/LOC110937130	8
mannose metabolic process	mannose metabolic process	8/3254	13/25972	0.615384615384615	4.91172994184672	5.33905781917612	4.31167834507244e-05	0.000572621141617516	0.000453860878428678	LOC110932471/LOC110901878/LOC110879976/LOC110911075/LOC110911974/LOC110918649/LOC110917653/LOC110915454	8
nuclear speck	nuclear speck	11/3254	24/25972	0.458333333333333	3.65821552960459	4.93073803939736	6.10006886797965e-05	0.000796164160872516	0.000631041607032377	LOC110876868/LOC110869810/LOC110878945/LOC110880513/LOC110889405/LOC110890399/LOC110937130/LOC110890876/LOC110898743/LOC110898764/LOC110908702	11
clathrin-dependent endocytosis	clathrin-dependent endocytosis	13/3254	32/25972	0.40625	3.24250921942225	4.8038816926287	6.23106737923302e-05	0.000799477628149051	0.000633667869074545	LOC110870357/LOC110940773/LOC110865787/LOC110879510/LOC110886725/LOC110892317/LOC110893632/LOC110898070/LOC110904210/LOC110916710/LOC110915272/LOC110915333/LOC110920891	13
endopeptidase inhibitor activity	endopeptidase inhibitor activity	12/3254	28/25972	0.428571428571429	3.42066906664325	4.85024895861931	6.37919018955956e-05	0.000804841162249431	0.000637919018955956	LOC110943159/LOC110866046/LOC110866049/LOC110945133/LOC110866057/LOC110869473/LOC110869475/LOC110870774/LOC110869476/LOC110869481/LOC110869479/LOC110870782	12
polyadenylation-dependent snoRNA 3'-end processing	polyadenylation-dependent snoRNA 3'-end processing	8/3254	14/25972	0.571428571428571	4.56089208885767	5.04377006061485	8.95146481802254e-05	0.00111086210938411	0.000880471949313693	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110890567/LOC110904377/LOC110918715	8
chromosome	chromosome	11/3254	25/25972	0.44	3.51188690842041	4.75548234524595	9.66132677270435e-05	0.00117961683337697	0.000934967107035905	LOC110944541/LOC110940767/LOC110929406/LOC110929359/LOC110936048/LOC110913840/LOC110937564/LOC110865710/LOC110893789/LOC110896165/LOC110916704	11
chromatin binding	chromatin binding	28/3254	107/25972	0.261682242990654	2.08863282573856	4.27056302746639	9.84956214464129e-05	0.0011835108799196	0.000938053537584884	LOC110875408/LOC110881881/LOC110881796/LOC110933011/LOC110884355/LOC110884310/LOC110909150/LOC110930931/LOC110891067/LOC110868292/LOC110868291/LOC110880116/LOC110885883/LOC110891525/LOC110893937/LOC110895866/LOC110898721/LOC110899997/LOC110899996/LOC110908394/LOC110908913/LOC110904295/LOC110904491/LOC110911175/LOC110918655/LOC110921309/LOC110920672/LOC110924675	28
glucan catabolic process	glucan catabolic process	9/3254	18/25972	0.5	3.99078057775046	4.8038198996959	0.000125884201980138	0.00148897407654631	0.00118016439356379	LOC110924931/LOC110868024/LOC110868408/LOC110868419/LOC110868493/LOC110868490/LOC118481214/LOC110904336/LOC110904334	9
mediator complex	mediator complex	18/3254	57/25972	0.31578947368421	2.52049299647398	4.34924935916205	0.000133220123715025	0.00155150205618883	0.00122972421890792	LOC110872969/LOC110930015/LOC110931060/LOC118491435/LOC110941861/LOC110865370/LOC110884442/LOC110886297/LOC110889584/LOC110894093/LOC110899205/LOC110899252/LOC110900385/LOC110907369/LOC110904598/LOC118487271/LOC110918924/LOC110923453	18
gene silencing by RNA-directed DNA methylation	gene silencing by RNA-directed DNA methylation	10/3254	22/25972	0.454545454545455	3.62798234340951	4.66695018381306	0.000144598579897846	0.00165850189367681	0.00131453254452587	LOC110929169/LOC110931589/LOC110933136/LOC110933135/LOC110902294/LOC110902296/LOC110902298/LOC110908440/LOC110872385/LOC110890756	10
nuclear pore	nuclear pore	16/3254	48/25972	0.333333333333333	2.66052038516697	4.35794642253736	0.000152801639988262	0.00172643046971813	0.00136837289541728	LOC110930232/LOC110930218/LOC110937965/LOC110871954/LOC110872019/LOC110880268/LOC110886702/LOC110894392/LOC110894395/LOC110904861/LOC110893055/LOC110899537/LOC110898133/LOC110908481/LOC110871756/LOC110916076	16
abscisic acid binding	abscisic acid binding	14/3254	39/25972	0.358974358974359	2.86517579941059	4.41157592662602	0.000160180507883053	0.00176845749737269	0.00140168361746845	LOC110943756/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089/LOC110921318	14
positive regulation of transcription by RNA polymerase II	positive regulation of transcription by RNA polymerase II	26/3254	99/25972	0.262626262626263	2.09616757619216	4.13560658036172	0.000161193616008871	0.00176845749737269	0.00140168361746845	LOC110940998/LOC110930931/LOC110936649/LOC110937632/LOC110940557/LOC110941377/LOC110942417/LOC110942431/LOC110912960/LOC110871933/LOC110879368/LOC110883766/LOC110883791/LOC110884050/LOC110889535/LOC110889539/LOC118483991/LOC110894535/LOC110897770/LOC110904266/LOC110905090/LOC110898725/LOC110912026/LOC110916103/LOC110921860/LOC110926158	26
late endosome	late endosome	8/3254	15/25972	0.533333333333333	4.25683261626716	4.7750935296185	0.000170706442905276	0.00184606824684705	0.00146319808204522	LOC110928863/LOC110928862/LOC110868115/LOC110877566/LOC110891468/LOC110891467/LOC110909312/LOC110909311	8
carbon fixation	carbon fixation	7/3254	12/25972	0.583333333333333	4.6559106740422	4.79404291847788	0.000214319859025307	0.00222246757920764	0.00176153308787924	LOC110928485/LOC110909114/LOC110872125/LOC110929879/LOC110897458/LOC110912914/LOC110921549	7
clathrin coat disassembly	clathrin coat disassembly	7/3254	12/25972	0.583333333333333	4.6559106740422	4.79404291847788	0.000214319859025307	0.00222246757920764	0.00176153308787924	LOC110870357/LOC110865787/LOC110879510/LOC110893632/LOC110916710/LOC110915272/LOC110915333	7
histone acetyltransferase complex	histone acetyltransferase complex	7/3254	12/25972	0.583333333333333	4.6559106740422	4.79404291847788	0.000214319859025307	0.00222246757920764	0.00176153308787924	LOC110941377/LOC110871933/LOC110915204/LOC110879368/LOC110884050/LOC110889535/LOC110889539	7
nitrate transmembrane transporter activity	nitrate transmembrane transporter activity	10/3254	23/25972	0.434782608695652	3.47024398065257	4.48550678043915	0.00022716710893837	0.00232385812792359	0.00184189547787867	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
cellulose biosynthetic process	cellulose biosynthetic process	16/3254	50/25972	0.32	2.5540995697603	4.16291604164166	0.000261124928848841	0.0026356209485143	0.00208899943079072	LOC110944449/LOC110876424/LOC110880585/LOC110884667/LOC110930628/LOC110935245/LOC110942291/LOC110942290/LOC110865003/LOC110871527/LOC110930813/LOC110883847/LOC110885415/LOC110906254/LOC110907902/LOC110910338	16
alditol:NADP+ 1-oxidoreductase activity	alditol:NADP+ 1-oxidoreductase activity	8/3254	16/25972	0.5	3.99078057775046	4.5289103413409	0.000303903666920037	0.00302704047182195	0.00239923947568451	LOC110877386/LOC110872872/LOC110872873/LOC110894617/LOC110894616/LOC110894613/LOC110894612/LOC110898831	8
protein serine/threonine kinase activator activity	protein serine/threonine kinase activator activity	9/3254	20/25972	0.45	3.59170251997541	4.3881634460297	0.000343657274351478	0.0033389696432824	0.00264647527869147	LOC110910454/LOC110941924/LOC110864498/LOC110864496/LOC110873784/LOC110895640/LOC110896194/LOC118486607/LOC110920784	9
transcription coactivator activity	transcription coactivator activity	17/3254	56/25972	0.303571428571429	2.42297392220564	4.03436355440622	0.000344041786229891	0.0033389696432824	0.00264647527869147	LOC110929926/LOC118490192/LOC110929997/LOC110929996/LOC110929995/LOC110932215/LOC110929991/LOC110929993/LOC110929990/LOC110941377/LOC110871933/LOC110878980/LOC110879368/LOC110889535/LOC110889539/LOC110899138/LOC118489070	17
histone acetyltransferase activity	histone acetyltransferase activity	7/3254	13/25972	0.538461538461538	4.29776369911588	4.50106508509317	0.000414056780528987	0.00386964176370917	0.00306708726317768	LOC110941377/LOC110942366/LOC110864822/LOC110871933/LOC110879368/LOC110889535/LOC110889539	7
spliceosomal tri-snRNP complex assembly	spliceosomal tri-snRNP complex assembly	7/3254	13/25972	0.538461538461538	4.29776369911588	4.50106508509317	0.000414056780528987	0.00386964176370917	0.00306708726317768	LOC110933136/LOC110933135/LOC110902294/LOC110902296/LOC110902298/LOC110908440/LOC110890756	7
terpenoid biosynthetic process	terpenoid biosynthetic process	7/3254	13/25972	0.538461538461538	4.29776369911588	4.50106508509317	0.000414056780528987	0.00386964176370917	0.00306708726317768	LOC110886119/LOC110900233/LOC110897273/LOC110901210/LOC110868536/LOC110885797/LOC110904306	7
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	6/3254	10/25972	0.6	4.78893669330055	4.53540776250728	0.000514881323113223	0.00464006144757988	0.00367772373652302	LOC110886119/LOC110900233/LOC110897273/LOC110901210/LOC110868536/LOC110904306	6
NADPH-hemoprotein reductase activity	NADPH-hemoprotein reductase activity	6/3254	10/25972	0.6	4.78893669330055	4.53540776250728	0.000514881323113223	0.00464006144757988	0.00367772373652302	LOC110878276/LOC110943174/LOC110876193/LOC110894001/LOC110894003/LOC110894002	6
regulation of ARF protein signal transduction	regulation of ARF protein signal transduction	6/3254	10/25972	0.6	4.78893669330055	4.53540776250728	0.000514881323113223	0.00464006144757988	0.00367772373652302	LOC110937723/LOC110877599/LOC110865748/LOC110900272/LOC110914954/LOC110915232	6
clathrin binding	clathrin binding	9/3254	21/25972	0.428571428571429	3.42066906664325	4.19987226329329	0.000534772179447093	0.00476261811578176	0.00377486244315595	LOC110870357/LOC110865787/LOC110879510/LOC110893632/LOC110897850/LOC110899566/LOC110916710/LOC110915272/LOC110915333	9
signaling receptor activity	signaling receptor activity	18/3254	64/25972	0.28125	2.24481407498463	3.77351078703457	0.0006529162693873	0.00574718158053705	0.00455522978642302	LOC110943756/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110940779/LOC110941390/LOC110878679/LOC110886696/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089/LOC110921318	18
malate dehydrogenase (decarboxylating) (NAD+) activity	malate dehydrogenase (decarboxylating) (NAD+) activity	7/3254	14/25972	0.5	3.99078057775046	4.23624450264242	0.000738598912877747	0.00635871024325133	0.00503992885858758	LOC110935787/LOC110873556/LOC110931063/LOC110864621/LOC110893994/LOC110893887/LOC110917148	7
transcription regulator complex	transcription regulator complex	10/3254	26/25972	0.384615384615385	3.0698312136542	3.99626667896115	0.000739189565926179	0.00635871024325133	0.00503992885858758	LOC110936649/LOC110940557/LOC110941377/LOC110871933/LOC110879368/LOC110889535/LOC110889539/LOC110897770/LOC110905090/LOC110912026	10
lignin biosynthetic process	lignin biosynthetic process	9/3254	22/25972	0.409090909090909	3.26518410906856	4.02266834885679	0.000804892363750416	0.00659755163263822	0.00522923511173439	LOC110867824/LOC110867822/LOC110867821/LOC110909259/LOC110909257/LOC110909246/LOC110907290/LOC110909243/LOC110909241	9
ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	8/3254	18/25972	0.444444444444444	3.54736051355597	4.09159442112063	0.000819246834171721	0.00659755163263822	0.00522923511173439	LOC110942024/LOC110908859/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659	8
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8/3254	18/25972	0.444444444444444	3.54736051355597	4.09159442112063	0.000819246834171721	0.00659755163263822	0.00522923511173439	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110890567/LOC110904377/LOC110918715	8
nuclear polyadenylation-dependent rRNA catabolic process	nuclear polyadenylation-dependent rRNA catabolic process	8/3254	18/25972	0.444444444444444	3.54736051355597	4.09159442112063	0.000819246834171721	0.00659755163263822	0.00522923511173439	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110890567/LOC110904377/LOC110918715	8
nuclear polyadenylation-dependent tRNA catabolic process	nuclear polyadenylation-dependent tRNA catabolic process	8/3254	18/25972	0.444444444444444	3.54736051355597	4.09159442112063	0.000819246834171721	0.00659755163263822	0.00522923511173439	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110890567/LOC110904377/LOC110918715	8
phospholipid translocation	phospholipid translocation	8/3254	18/25972	0.444444444444444	3.54736051355597	4.09159442112063	0.000819246834171721	0.00659755163263822	0.00522923511173439	LOC110942024/LOC110908859/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659	8
peptidyl-serine phosphorylation	peptidyl-serine phosphorylation	28/3254	121/25972	0.231404958677686	1.84697282937211	3.53420350020403	0.000868434824078311	0.00692005433502402	0.0054848515204946	LOC110867206/LOC110879217/LOC110880307/LOC110930842/LOC110937525/LOC110939818/LOC110940671/LOC110940993/LOC110941139/LOC110864853/LOC110899462/LOC110868253/LOC110868452/LOC110872353/LOC110878478/LOC110879733/LOC110885524/LOC110889137/LOC110891098/LOC110894784/LOC110897592/LOC110898161/LOC110899880/LOC118486305/LOC110929087/LOC110920829/LOC110916328/LOC110915472	28
calmodulin binding	calmodulin binding	26/3254	110/25972	0.236363636363636	1.88655081857295	3.52644396112454	0.000935385902410708	0.00737590758463444	0.00584616189006692	LOC110867206/LOC110880307/LOC110912434/LOC110937525/LOC110937952/LOC110939818/LOC110940629/LOC110940993/LOC110864853/LOC110865694/LOC110899462/LOC110868253/LOC110868452/LOC110878478/LOC110895174/LOC110895175/LOC110879733/LOC110885524/LOC110889267/LOC110891098/LOC110897592/LOC118486305/LOC110911027/LOC110929087/LOC110916328/LOC110915472	26
arginine biosynthetic process	arginine biosynthetic process	6/3254	11/25972	0.545454545454545	4.35357881209141	4.21029197121224	0.00101252960074876	0.0079019062656372	0.00626306969535313	LOC110941716/LOC110873272/LOC110898502/LOC110899624/LOC110909329/LOC110914994	6
3'-5'-RNA exonuclease activity	3'-5'-RNA exonuclease activity	10/3254	27/25972	0.37037037037037	2.95613376129664	3.84876731816647	0.0010431856261882	0.00805807672473948	0.00638685077258083	LOC110865839/LOC110914632/LOC110868501/LOC110873267/LOC118482256/LOC118481850/LOC110890567/LOC110909145/LOC110904377/LOC110918715	10
protein phosphatase inhibitor activity	protein phosphatase inhibitor activity	14/3254	46/25972	0.304347826086957	2.4291707864568	3.6716675441433	0.00108957134992212	0.00833136880698022	0.0066034627268007	LOC110943756/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089/LOC110921318	14
nuclear exosome (RNase complex)	nuclear exosome (RNase complex)	9/3254	23/25972	0.391304347826087	3.12321958258732	3.8553745737863	0.00117628717041531	0.00890449388004387	0.00705772302249184	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110890567/LOC110909145/LOC110904377/LOC110918715	9
regulation of protein serine/threonine phosphatase activity	regulation of protein serine/threonine phosphatase activity	13/3254	42/25972	0.30952380952381	2.4704832147979	3.60953719261845	0.00136707030496831	0.0102462596124852	0.00812120973248501	LOC110943756/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089	13
magnesium ion binding	magnesium ion binding	39/3254	192/25972	0.203125	1.62125460971112	3.26999316490014	0.00149043816818255	0.0110613891501391	0.0087672833422503	LOC110942024/LOC110943018/LOC110864314/LOC118489896/LOC110864635/LOC110945063/LOC110882272/LOC110908859/LOC110928848/LOC110929415/LOC110935509/LOC110940074/LOC110940059/LOC110940080/LOC110940058/LOC110940091/LOC110940604/LOC110941698/LOC110941534/LOC110864402/LOC110869292/LOC110878289/LOC110885002/LOC110885000/LOC110867724/LOC110895711/LOC110897757/LOC110898267/LOC110898278/LOC110898283/LOC110903659/LOC110905145/LOC110909907/LOC110914774/LOC110910645/LOC110910672/LOC110882778/LOC110915197/LOC110926316	39
oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	15/3254	53/25972	0.283018867924528	2.25893240250026	3.47215647224512	0.00167010297201842	0.0120816202478186	0.0095759209361838	LOC110910155/LOC110910125/LOC110910118/LOC110910112/LOC110902960/LOC110888213/LOC110932871/LOC110935698/LOC110935699/LOC110937199/LOC110922364/LOC110866233/LOC110868972/LOC110872729/LOC110912163	15
carboxy-lyase activity	carboxy-lyase activity	9/3254	24/25972	0.375	2.99308543331285	3.69698470735601	0.00167454502719065	0.0120816202478186	0.0095759209361838	LOC110945063/LOC110926916/LOC110941698/LOC110941534/LOC110885002/LOC110885000/LOC110898069/LOC110872871/LOC110909907	9
calcium-dependent protein serine/threonine kinase activity	calcium-dependent protein serine/threonine kinase activity	18/3254	69/25972	0.260869565217391	2.08214638839154	3.40646232258058	0.00169174603205914	0.0120816202478186	0.0095759209361838	LOC110867206/LOC110880307/LOC110937525/LOC110939818/LOC110940993/LOC110864853/LOC110899462/LOC110868253/LOC110868452/LOC110878478/LOC110879733/LOC110885524/LOC110891098/LOC110897592/LOC118486305/LOC110929087/LOC110916328/LOC110915472	18
