ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
ATP-dependent protein folding chaperone	ATP-dependent protein folding chaperone	32/2955	122/25972	0.262295081967213	2.30535630079609	5.1781834375683	4.27328759616029e-06	0.000109839318212416	9.22963480808109e-05	LOC110864550/LOC110876959/LOC110920375/LOC110913120/LOC110884052/LOC110929117/LOC110929947/LOC110935518/LOC110932994/LOC110936076/LOC110936043/LOC110939857/LOC110940013/LOC110864851/LOC110867123/LOC110872944/LOC110884530/LOC110884424/LOC110886560/LOC110895474/LOC110886809/LOC110889540/LOC110894223/LOC110904574/LOC110895197/LOC110899791/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110923551	32
myosin complex	myosin complex	12/2955	26/25972	0.461538461538462	4.05654041390082	5.58702133035933	9.55119282320544e-06	0.000236733136403735	0.000198923339250219	LOC110871306/LOC110941445/LOC110878917/LOC110873683/LOC110873682/LOC110880427/LOC110889163/LOC110894639/LOC110898610/LOC110898901/LOC110918521/LOC110923265	12
protein polyubiquitination	protein polyubiquitination	25/2955	88/25972	0.284090909090909	2.49692355022304	5.03992392805194	1.03861888397166e-05	0.000248552243267702	0.000208854759245119	LOC110918003/LOC110911102/LOC110911083/LOC110886277/LOC110898949/LOC110898948/LOC110898946/LOC110941141/LOC118483806/LOC110926657/LOC110919852/LOC110942425/LOC110879111/LOC110884162/LOC110886869/LOC110942133/LOC110891246/LOC110898346/LOC110898447/LOC110898448/LOC110901181/LOC110898456/LOC110908264/LOC110912351/LOC110917800	25
endocytosis	endocytosis	17/2955	48/25972	0.354166666666667	3.11283135927806	5.24968404974603	1.12182327052168e-05	0.000251143661207111	0.000211032289259426	LOC110922767/LOC110928593/LOC110929709/LOC110938065/LOC110903750/LOC110865466/LOC110865594/LOC110868469/LOC110873670/LOC110877153/LOC110890064/LOC110890863/LOC110890888/LOC110890911/LOC110898161/LOC110917989/LOC110926367	17
ubiquitin ligase complex	ubiquitin ligase complex	17/2955	48/25972	0.354166666666667	3.11283135927806	5.24968404974603	1.12182327052168e-05	0.000251143661207111	0.000211032289259426	LOC110918003/LOC110937966/LOC110865534/LOC110865365/LOC110869196/LOC110879111/LOC110884162/LOC110942133/LOC110898447/LOC110898448/LOC110901181/LOC110898456/LOC110908264/LOC110903694/LOC110905037/LOC110912351/LOC110917800	17
cell surface receptor signaling pathway	cell surface receptor signaling pathway	28/2955	105/25972	0.266666666666667	2.34377890580936	4.94365502256887	1.1844250145283e-05	0.000256872175025825	0.000215845874358118	LOC110933224/LOC110875316/LOC110877241/LOC110877242/LOC110877246/LOC110877247/LOC118481981/LOC110877291/LOC110877292/LOC110882408/LOC110885584/LOC110881622/LOC110885012/LOC110908594/LOC110908593/LOC110908590/LOC110903784/LOC110903783/LOC110907408/LOC110905916/LOC118486556/LOC110903780/LOC110907404/LOC110903832/LOC110903830/LOC118487489/LOC110911981/LOC110911980	28
nuclear exosome (RNase complex)	nuclear exosome (RNase complex)	11/2955	23/25972	0.478260869565217	4.20351651585375	5.50718026319823	1.48287630894407e-05	0.00031185338133551	0.000262045765599685	LOC110915756/LOC110938105/LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110910279/LOC110921295	11
phagophore assembly site	phagophore assembly site	9/2955	16/25972	0.5625	4.94390862944162	5.65414150540637	1.70573233561141e-05	0.000348170070857152	0.000292562140535208	LOC110929389/LOC110941840/LOC110903750/LOC110872369/LOC110884011/LOC110891472/LOC110910413/LOC110898106/LOC110926367	9
vesicle	vesicle	14/2955	36/25972	0.388888888888889	3.41801090430532	5.20183684565082	1.95338563604269e-05	0.000387328466118179	0.000325466358606812	LOC110871306/LOC110941457/LOC110941445/LOC110878917/LOC110873683/LOC110873682/LOC110879548/LOC110880427/LOC110889163/LOC110894639/LOC110898610/LOC110898901/LOC110915910/LOC110918521	14
microfilament motor activity	microfilament motor activity	11/2955	24/25972	0.458333333333333	4.02836999435984	5.31815915949239	2.455934789325e-05	0.0004471368304141	0.000375722439025347	LOC110871306/LOC110941445/LOC110878917/LOC110873683/LOC110873682/LOC110880427/LOC110889163/LOC110894639/LOC110898610/LOC110898901/LOC110918521	11
transcription factor TFIID complex	transcription factor TFIID complex	11/2955	24/25972	0.458333333333333	4.02836999435984	5.31815915949239	2.455934789325e-05	0.0004471368304141	0.000375722439025347	LOC110930348/LOC110942366/LOC110864370/LOC110864822/LOC110912680/LOC110865920/LOC110879333/LOC110925381/LOC110921899/LOC110921427/LOC110925393	11
vesicle transport along actin filament	vesicle transport along actin filament	11/2955	24/25972	0.458333333333333	4.02836999435984	5.31815915949239	2.455934789325e-05	0.0004471368304141	0.000375722439025347	LOC110871306/LOC110941445/LOC110878917/LOC110873683/LOC110873682/LOC110880427/LOC110889163/LOC110894639/LOC110898610/LOC110898901/LOC110918521	11
carbohydrate binding	carbohydrate binding	36/2955	156/25972	0.230769230769231	2.02827020695041	4.61555356657479	2.51272858590056e-05	0.0004471368304141	0.000375722439025347	LOC110919518/LOC110927327/LOC110931443/LOC110929259/LOC110929262/LOC110929263/LOC110929265/LOC110927800/LOC110929247/LOC110929363/LOC110929366/LOC110929367/LOC110929368/LOC118490468/LOC110889889/LOC110887946/LOC110943548/LOC110936726/LOC110872079/LOC118481729/LOC118482001/LOC110878002/LOC110878003/LOC110878463/LOC110878710/LOC110879748/LOC110897348/LOC110897349/LOC110904752/LOC110907762/LOC110913676/LOC110911584/LOC110912076/LOC110916606/LOC110915427/LOC110915652	36
transcription corepressor activity	transcription corepressor activity	17/2955	51/25972	0.333333333333333	2.9297236322617	4.9425724870351	2.794193793532e-05	0.000484792623177802	0.000407364042530718	LOC110942802/LOC110942786/LOC110867868/LOC110864660/LOC110944495/LOC110864601/LOC110896141/LOC110879252/LOC110881555/LOC110869774/LOC110900709/LOC110909301/LOC110903922/LOC110910681/LOC110911159/LOC110921400/LOC110921203	17
transcription coactivator activity	transcription coactivator activity	18/2955	56/25972	0.321428571428571	2.82509064539521	4.89883922792786	2.86578145078121e-05	0.000485085933376137	0.000407610506734992	LOC110929926/LOC118490192/LOC110929997/LOC110929996/LOC110929995/LOC118490524/LOC110932215/LOC110929991/LOC110929993/LOC110929990/LOC110941377/LOC110912680/LOC110939651/LOC110871933/LOC110879368/LOC110889535/LOC110889539/LOC110899138	18
autophagy	autophagy	10/2955	22/25972	0.454545454545455	3.99507768035687	5.03557965160209	6.32894744788646e-05	0.001021462681124	0.000858319923165018	LOC110937915/LOC110865386/LOC110873142/LOC110873631/LOC110884164/LOC110899660/LOC110891472/LOC110915366/LOC110915825/LOC118489217	10
RNA polymerase II general transcription initiation factor activity	RNA polymerase II general transcription initiation factor activity	10/2955	22/25972	0.454545454545455	3.99507768035687	5.03557965160209	6.32894744788646e-05	0.001021462681124	0.000858319923165018	LOC110930348/LOC110942366/LOC110864822/LOC110912680/LOC110865920/LOC110879333/LOC110925381/LOC110921899/LOC110921427/LOC110925393	10
chaperone cofactor-dependent protein refolding	chaperone cofactor-dependent protein refolding	25/2955	99/25972	0.252525252525253	2.21948760019826	4.35582388147514	9.01856122406871e-05	0.00142247306579629	0.00119528299476892	LOC110864550/LOC110876959/LOC110920375/LOC110884052/LOC110929117/LOC110929947/LOC110932994/LOC110936043/LOC110939857/LOC110940013/LOC110864827/LOC110867123/LOC110872944/LOC110884530/LOC110884424/LOC110886809/LOC110895197/LOC110899791/LOC110872871/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926129	25
histone acetyltransferase activity	histone acetyltransferase activity	7/2955	13/25972	0.538461538461538	4.73263048288429	4.82326823909936	0.000225299251415949	0.00347461512183709	0.00291966749203359	LOC110941377/LOC110942366/LOC110864822/LOC110871933/LOC110879368/LOC110889535/LOC110889539	7
protein sumoylation	protein sumoylation	10/2955	25/25972	0.4	3.51566835871404	4.50898235382134	0.00023186496735698	0.00349813668142921	0.00293943230928528	LOC110874203/LOC110927082/LOC118490692/LOC110937592/LOC110885704/LOC110910784/LOC110884785/LOC110898683/LOC110898979/LOC110917443	10
P-body	P-body	18/2955	65/25972	0.276923076923077	2.43392424834049	4.14737250864689	0.000246597162857773	0.00364124321326158	0.00305968260298334	LOC110927205/LOC110929782/LOC110930595/LOC110937806/LOC110864689/LOC110864903/LOC110878164/LOC110885626/LOC110890087/LOC110889870/LOC110890141/LOC110918116/LOC110897371/LOC110868158/LOC110902817/LOC110899077/LOC110899619/LOC110879305	18
cullin-RING ubiquitin ligase complex	cullin-RING ubiquitin ligase complex	8/2955	17/25972	0.470588235294118	4.13608042201652	4.63446765222471	0.000261434759515927	0.00377991089800112	0.0031762029993821	LOC110929945/LOC110929946/LOC110937032/LOC110868693/LOC118485382/LOC110908822/LOC110911733/LOC110899127	8
SUMO ligase activity	SUMO ligase activity	6/2955	10/25972	0.6	5.27350253807107	4.84299045727812	0.000301501980541583	0.00427025254073181	0.00358822980064526	LOC110874203/LOC110927082/LOC110937592/LOC110885704/LOC110884785/LOC110898683	6
mRNA polyadenylation	mRNA polyadenylation	9/2955	22/25972	0.409090909090909	3.59556991232118	4.36389317062315	0.000391650083533007	0.00522193158290394	0.00438791156822203	LOC110944666/LOC110908737/LOC110925967/LOC110920602/LOC110939660/LOC110921719/LOC110880150/LOC110908239/LOC110909804	9
(1->3)-beta-D-glucan biosynthetic process	(1->3)-beta-D-glucan biosynthetic process	7/2955	14/25972	0.5	4.39458544839256	4.55212174761399	0.000406317443050163	0.00522193158290394	0.00438791156822203	LOC110873940/LOC110937292/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
1,3-beta-D-glucan synthase activity	1,3-beta-D-glucan synthase activity	7/2955	14/25972	0.5	4.39458544839256	4.55212174761399	0.000406317443050163	0.00522193158290394	0.00438791156822203	LOC110873940/LOC110937292/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
1,3-beta-D-glucan synthase complex	1,3-beta-D-glucan synthase complex	7/2955	14/25972	0.5	4.39458544839256	4.55212174761399	0.000406317443050163	0.00522193158290394	0.00438791156822203	LOC110873940/LOC110937292/LOC110868476/LOC110866873/LOC110879871/LOC110904356/LOC110921730	7
deadenylation-dependent decapping of nuclear-transcribed mRNA	deadenylation-dependent decapping of nuclear-transcribed mRNA	7/2955	14/25972	0.5	4.39458544839256	4.55212174761399	0.000406317443050163	0.00522193158290394	0.00438791156822203	LOC110927205/LOC110864903/LOC110885626/LOC110889870/LOC110890141/LOC110918116/LOC110897371	7
cyclin-dependent protein serine/threonine kinase activity	cyclin-dependent protein serine/threonine kinase activity	12/2955	36/25972	0.333333333333333	2.9297236322617	4.15139049801182	0.000416629198679381	0.00525710297969982	0.00441746557068664	LOC110929054/LOC110871586/LOC110872303/LOC110879889/LOC110879888/LOC110879887/LOC110869074/LOC110869075/LOC110895115/LOC110916813/LOC110925866/LOC110924649	12
endosome membrane	endosome membrane	6/2955	11/25972	0.545454545454545	4.79409321642824	4.50964494974917	0.000599322702906189	0.00742732063958741	0.00624106724454941	LOC110935445/LOC110871953/LOC110886441/LOC110886851/LOC110924224/LOC110911404	6
chromatin	chromatin	21/2955	87/25972	0.241379310344828	2.12152400956882	3.75441984601126	0.000612835768703836	0.00746154427158705	0.00626982485432918	LOC110864993/LOC110881881/LOC110881796/LOC110881846/LOC110933011/LOC110929109/LOC110868576/LOC110896141/LOC110879252/LOC110881555/LOC110922488/LOC110898721/LOC110899405/LOC110899997/LOC110899996/LOC110908467/LOC110903922/LOC110911159/LOC110911866/LOC110921400/LOC110921203	21
cysteine-type endopeptidase activity	cysteine-type endopeptidase activity	19/2955	76/25972	0.25	2.19729272419628	3.74532505745156	0.000689898939552357	0.00825499765602303	0.00693655195121608	LOC110921197/LOC110930018/LOC110930142/LOC110936796/LOC110940942/LOC110868259/LOC110868485/LOC110911903/LOC110878008/LOC110873074/LOC110886998/LOC110889151/LOC110889760/LOC110891094/LOC110869104/LOC110904338/LOC110893946/LOC110912653/LOC110916173	19
UDP-glycosyltransferase activity	UDP-glycosyltransferase activity	49/2955	273/25972	0.17948717948718	1.57754349429476	3.43721443764329	0.000831636528803119	0.00978230086422652	0.00821992215801834	LOC110926238/LOC110926545/LOC110867592/LOC110867593/LOC110930911/LOC110930912/LOC110930913/LOC110930915/LOC110928360/LOC110930924/LOC110930926/LOC110935751/LOC110935750/LOC110935749/LOC110937606/LOC110937605/LOC110942240/LOC110942238/LOC110942237/LOC110942236/LOC110864812/LOC110884123/LOC110885633/LOC110885632/LOC110885649/LOC110890436/LOC110890343/LOC110898359/LOC110902873/LOC110901139/LOC110902879/LOC110898372/LOC110898374/LOC110899994/LOC110900020/LOC110903483/LOC110904790/LOC110935139/LOC110912102/LOC110912376/LOC110921841/LOC110922871/LOC110921206/LOC110922994/LOC110925702/LOC110922248/LOC110924070/LOC110924069/LOC110924067	49
regulation of mitotic cell cycle	regulation of mitotic cell cycle	6/2955	12/25972	0.5	4.39458544839256	4.21428346359649	0.00108330479844435	0.0125302255020063	0.0105289624269854	LOC110871586/LOC110879889/LOC110879888/LOC110879887/LOC110895115/LOC110916813	6
transcription regulator complex	transcription regulator complex	9/2955	26/25972	0.346153846153846	3.04240531042561	3.7332933609159	0.00161222930505002	0.0183424120935199	0.0154128565141969	LOC110936649/LOC110940557/LOC110941377/LOC110871933/LOC110879368/LOC110889535/LOC110889539/LOC110912026/LOC110920662	9
transcription initiation at RNA polymerase II promoter	transcription initiation at RNA polymerase II promoter	10/2955	31/25972	0.32258064516129	2.83521641831778	3.66330851825781	0.00165857523333422	0.0185653421279669	0.0156001813118363	LOC110930348/LOC110864416/LOC110912680/LOC110865920/LOC110879333/LOC110923316/LOC110925381/LOC110921899/LOC110921427/LOC110925393	10
FAD binding	FAD binding	23/2955	107/25972	0.214953271028037	1.88926103388839	3.30265820064304	0.00188710225693246	0.0207880788303353	0.0174679139572361	LOC110931425/LOC110936050/LOC110864924/LOC110865043/LOC110865045/LOC110863922/LOC110900853/LOC110886323/LOC110942857/LOC110940230/LOC110940231/LOC110865140/LOC110865144/LOC110865230/LOC110865228/LOC110865227/LOC110871985/LOC110894433/LOC110892612/LOC110867894/LOC110899107/LOC110899109/LOC110917408	23
long-chain fatty acid-CoA ligase activity	long-chain fatty acid-CoA ligase activity	8/2955	22/25972	0.363636363636364	3.19606214428549	3.69220668964421	0.00203939032920981	0.0221146388823689	0.0185826026707604	LOC110929342/LOC110930246/LOC110931053/LOC110938092/LOC110867977/LOC110899500/LOC110901830/LOC110899498	8
histone deacetylase complex	histone deacetylase complex	11/2955	37/25972	0.297297297297297	2.61299675309828	3.51795231909937	0.00207237398370325	0.0221265776106163	0.0185926346068276	LOC110864993/LOC110896141/LOC110879252/LOC110881555/LOC110922488/LOC110908467/LOC110903922/LOC110911159/LOC110911866/LOC110921400/LOC110921203	11
enzyme regulator activity	enzyme regulator activity	9/2955	27/25972	0.333333333333333	2.9297236322617	3.59458601131646	0.00217676816368421	0.0228890470544976	0.0192333263585495	LOC110871596/LOC110889525/LOC110895124/LOC110896757/LOC110896756/LOC110895122/LOC110921450/LOC110925759/LOC110874300	9
polyadenylation-dependent snoRNA 3'-end processing	polyadenylation-dependent snoRNA 3'-end processing	6/2955	14/25972	0.428571428571429	3.76678752719362	3.71024794191857	0.00287805363553259	0.0277840166752706	0.0233464966450779	LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110904377	6
ubiquitin-dependent protein catabolic process	ubiquitin-dependent protein catabolic process	26/2955	130/25972	0.2	1.75783417935702	3.10371277363643	0.00291587207158417	0.0277840166752706	0.0233464966450779	LOC110918003/LOC110929945/LOC110929946/LOC110937032/LOC110940129/LOC110878912/LOC110868693/LOC110869196/LOC110884162/LOC110942133/LOC110895495/LOC110898346/LOC110898447/LOC110898448/LOC110901181/LOC110898456/LOC118485382/LOC110908264/LOC110903694/LOC110905037/LOC110908822/LOC110911733/LOC110917800/LOC110921538/LOC110925759/LOC110899127	26
glutamine biosynthetic process	glutamine biosynthetic process	5/2955	10/25972	0.5	4.39458544839256	3.84694867653005	0.00292252624970425	0.0277840166752706	0.0233464966450779	LOC110940842/LOC110868051/LOC110911886/LOC110915427/LOC110915682	5
glutamine synthetase activity	glutamine synthetase activity	5/2955	10/25972	0.5	4.39458544839256	3.84694867653005	0.00292252624970425	0.0277840166752706	0.0233464966450779	LOC110940842/LOC110868051/LOC110911886/LOC110915427/LOC110915682	5
mRNA cleavage and polyadenylation specificity factor complex	mRNA cleavage and polyadenylation specificity factor complex	5/2955	10/25972	0.5	4.39458544839256	3.84694867653005	0.00292252624970425	0.0277840166752706	0.0233464966450779	LOC110944666/LOC110916191/LOC110921719/LOC110908239/LOC110909804	5
nuclear mRNA surveillance	nuclear mRNA surveillance	5/2955	10/25972	0.5	4.39458544839256	3.84694867653005	0.00292252624970425	0.0277840166752706	0.0233464966450779	LOC110915756/LOC110938105/LOC110898428/LOC110910279/LOC110921295	5
poly(A) RNA polymerase activity	poly(A) RNA polymerase activity	5/2955	10/25972	0.5	4.39458544839256	3.84694867653005	0.00292252624970425	0.0277840166752706	0.0233464966450779	LOC110908737/LOC110925967/LOC110920602/LOC110931042/LOC110880150	5
defense response to fungus	defense response to fungus	12/2955	45/25972	0.266666666666667	2.34377890580936	3.23263493711777	0.00362633772865155	0.0340091673470834	0.0285773983168273	LOC110895575/LOC110924277/LOC110902342/LOC110900181/LOC110900162/LOC110907303/LOC110909276/LOC110909262/LOC110889873/LOC110915644/LOC110923161/LOC110923160	12
chromatin binding	chromatin binding	22/2955	107/25972	0.205607476635514	1.80711924980628	2.99758890549133	0.00415653134819641	0.0384617700753107	0.0323188542722921	LOC110943717/LOC110881881/LOC110881796/LOC110881846/LOC110933011/LOC110921428/LOC110928870/LOC110929109/LOC110942120/LOC110941483/LOC110868292/LOC110868291/LOC110868377/LOC110878020/LOC110898721/LOC110899997/LOC110899996/LOC110904491/LOC110911175/LOC110920672/LOC110924675/LOC110920648	22
post-mRNA release spliceosomal complex	post-mRNA release spliceosomal complex	6/2955	15/25972	0.4	3.51566835871404	3.49196987340303	0.004338674075033	0.0396189448430645	0.0332912110466521	LOC110865702/LOC110878616/LOC110885571/LOC110885573/LOC110939558/LOC110882370	6
exon-exon junction complex	exon-exon junction complex	5/2955	11/25972	0.454545454545455	3.99507768035687	3.55993808397861	0.00485852920536929	0.0437898606302115	0.0367959696483197	LOC118479377/LOC110868811/LOC110886680/LOC110904578/LOC110904993	5
phosphatidylinositol binding	phosphatidylinositol binding	8/2955	25/25972	0.32	2.81253468697124	3.24871396141425	0.00505321823864886	0.0449606853541322	0.0377797962781575	LOC110899970/LOC110868059/LOC110885769/LOC110897547/LOC110908468/LOC110904809/LOC110916542/LOC110918674	8
chromatin remodeling	chromatin remodeling	14/2955	59/25972	0.23728813559322	2.08556597550833	2.99103917420189	0.0055386496163647	0.0486559852374317	0.0408849018982818	LOC110881881/LOC110881796/LOC110881846/LOC110933011/LOC110929817/LOC110936360/LOC110864601/LOC110884321/LOC110886117/LOC110898721/LOC110899997/LOC110899996/LOC110904651/LOC110922607	14
