ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
actin filament severing	actin filament severing	actin filament severing	9/5384	12/35298	0.75	4.9170690936107	5.75751156150808	6.28625773939103e-06	0.000112352570142207	8.9511497762812e-05	LOC110866906/LOC110881853/LOC110939809/LOC110884179/LOC110873555/LOC110885250/LOC110886186/LOC110894010/LOC110865468	9
phosphate ion transmembrane transporter activity	phosphate ion transmembrane transporter activity	phosphate ion transmembrane transporter activity	10/5384	15/35298	0.666666666666667	4.37072808320951	5.5395026565342	9.6689262831286e-06	0.000166346261459439	0.000132528370215583	LOC110879123/LOC110879157/LOC110879159/LOC110879167/LOC110879090/LOC118482189/LOC110903866/LOC110903889/LOC110912301/LOC110922536	10
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	8/5384	10/35298	0.8	5.24487369985141	5.69554685520344	9.81493709526697e-06	0.000166346261459439	0.000132528370215583	LOC110886119/LOC110900233/LOC110897273/LOC110901210/LOC110868536/LOC110904306/LOC110916573/LOC110916217	8
soluble NSF attachment protein activity	soluble NSF attachment protein activity	soluble NSF attachment protein activity	8/5384	10/35298	0.8	5.24487369985141	5.69554685520344	9.81493709526697e-06	0.000166346261459439	0.000132528370215583	LOC110933486/LOC110897897/LOC110863911/LOC110865290/LOC110874477/LOC110881076/LOC110881558/LOC110900644	8
broad specificity oxidative DNA demethylase activity	broad specificity oxidative DNA demethylase activity	broad specificity oxidative DNA demethylase activity	13/5384	24/35298	0.541666666666667	3.55121656760773	5.30407639407632	1.12451417159323e-05	0.000178289908173572	0.000142043895359145	LOC110883400/LOC110917869/LOC118482152/LOC118482153/LOC110917872/LOC110875027/LOC110876841/LOC110879790/LOC110876842/LOC110879335/LOC110879874/LOC110875142/LOC110892183	13
oxidative RNA demethylase activity	oxidative RNA demethylase activity	oxidative RNA demethylase activity	13/5384	24/35298	0.541666666666667	3.55121656760773	5.30407639407632	1.12451417159323e-05	0.000178289908173572	0.000142043895359145	LOC110883400/LOC110917869/LOC118482152/LOC118482153/LOC110917872/LOC110875027/LOC110876841/LOC110879790/LOC110876842/LOC110879335/LOC110879874/LOC110875142/LOC110892183	13
oxidative RNA demethylation	oxidative RNA demethylation	oxidative RNA demethylation	13/5384	24/35298	0.541666666666667	3.55121656760773	5.30407639407632	1.12451417159323e-05	0.000178289908173572	0.000142043895359145	LOC110883400/LOC110917869/LOC118482152/LOC118482153/LOC110917872/LOC110875027/LOC110876841/LOC110879790/LOC110876842/LOC110879335/LOC110879874/LOC110875142/LOC110892183	13
oxidative single-stranded DNA demethylation	oxidative single-stranded DNA demethylation	oxidative single-stranded DNA demethylation	13/5384	24/35298	0.541666666666667	3.55121656760773	5.30407639407632	1.12451417159323e-05	0.000178289908173572	0.000142043895359145	LOC110883400/LOC110917869/LOC118482152/LOC118482153/LOC110917872/LOC110875027/LOC110876841/LOC110879790/LOC110876842/LOC110879335/LOC110879874/LOC110875142/LOC110892183	13
chlorophyllide a oxygenase [overall] activity	chlorophyllide a oxygenase [overall] activity	chlorophyllide a oxygenase [overall] activity	9/5384	13/35298	0.692307692307692	4.5388330094868	5.41403256027453	1.76432829433715e-05	0.000275291224338638	0.000219325021050432	LOC110930797/LOC110908482/LOC110908533/LOC110908537/LOC110908539/LOC110883814/LOC110908712/LOC110908705/LOC110904747	9
phosphate ion transport	phosphate ion transport	phosphate ion transport	13/5384	25/35298	0.52	3.40916790490342	5.11210837805207	2.01489496778674e-05	0.000309475273958495	0.000246559515794956	LOC110930869/LOC110879123/LOC110879157/LOC110879159/LOC110879167/LOC110879090/LOC118482189/LOC110900002/LOC110900001/LOC110903866/LOC110903889/LOC110912301/LOC110922536	13
protein homooligomerization	protein homooligomerization	protein homooligomerization	11/5384	19/35298	0.578947368421053	3.79563228278721	5.171099479116	2.35254980035494e-05	0.00035577791596137	0.000283448915216854	LOC110880544/LOC110888829/LOC110888813/LOC110888812/LOC110888808/LOC110888807/LOC110888805/LOC110888823/LOC110888821/LOC110891129/LOC110897882	11
oligopeptide transport	oligopeptide transport	oligopeptide transport	16/5384	36/35298	0.444444444444444	2.91381872213967	4.87396893767782	2.85356882817267e-05	0.000425008811832384	0.000338605296357331	LOC110868581/LOC110922475/LOC110923524/LOC118491690/LOC110925564/LOC110922225/LOC110920957/LOC110920958/LOC110923600/LOC110909229/LOC110935593/LOC110873884/LOC110880133/LOC110886570/LOC110886568/LOC110918795	16
SNARE complex disassembly	SNARE complex disassembly	SNARE complex disassembly	8/5384	11/35298	0.727272727272727	4.76806699986492	5.30263542227563	3.11339754568796e-05	0.000456786535434518	0.000363922666770125	LOC110933486/LOC110897897/LOC110863911/LOC110865290/LOC110874477/LOC110881076/LOC110881558/LOC110900644	8
sphingosine biosynthetic process	sphingosine biosynthetic process	sphingosine biosynthetic process	10/5384	17/35298	0.588235294117647	3.85652477930251	4.99776914802353	4.65933890557935e-05	0.000673548550615368	0.00053661736002338	LOC110864054/LOC110927530/LOC110940008/LOC110884571/LOC110940011/LOC110941387/LOC110941526/LOC110876094/LOC110879949/LOC110906007	10
ribosome biogenesis	ribosome biogenesis	ribosome biogenesis	20/5384	53/35298	0.377358490566038	2.4739970282318	4.55585573889955	5.42859986253388e-05	0.000773378792010262	0.000616152295610253	LOC110941969/LOC118480431/LOC110873702/LOC110920937/LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC118483781/LOC110887530/LOC110891597/LOC110891598/LOC110881399/LOC110869094/LOC110883277/LOC110905144/LOC110940247/LOC110921607	20
plant-type cell wall	plant-type cell wall	plant-type cell wall	30/5384	96/35298	0.3125	2.04877878900446	4.3653595614151	6.10470787592551e-05	0.000857275406004968	0.000682992881156177	LOC110942469/LOC110944044/LOC110944018/LOC110919216/LOC110929119/LOC110892632/LOC110932224/LOC110930137/LOC110930139/LOC110930140/LOC110930181/LOC110928192/LOC110942325/LOC110865054/LOC110865632/LOC110877171/LOC110877363/LOC110885109/LOC110884958/LOC110884954/LOC110886626/LOC110886705/LOC110890462/LOC118483700/LOC110897621/LOC110899341/LOC110911604/LOC110921306/LOC110921175/LOC110924280	30
unfolded protein binding	unfolded protein binding	unfolded protein binding	58/5384	231/35298	0.251082251082251	1.64611836900098	4.17977544029276	6.38517038529767e-05	0.000884031336443326	0.000704309379786726	LOC110864550/LOC110876959/LOC110864547/LOC110866733/LOC110895698/LOC110895699/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110878084/LOC110876040/LOC110933216/LOC110936804/LOC110865369/LOC110867123/LOC110918907/LOC110925740/LOC110925820/LOC110872944/LOC110877869/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110890069/LOC110887884/LOC110894690/LOC110895197/LOC110896003/LOC110897322/LOC110897380/LOC110901815/LOC110901836/LOC110899791/LOC110904555/LOC110942295/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110919322/LOC110940194/LOC110920205/LOC110914993/LOC110926376/LOC110926129/LOC110925060	58
phospholipase D activity	phospholipase D activity	phospholipase D activity	12/5384	24/35298	0.5	3.27804606240713	4.73614451146432	6.97099447779758e-05	0.000945669532185545	0.000753416642872031	LOC110931071/LOC110935648/LOC110864358/LOC110864727/LOC110864715/LOC110885693/LOC110891510/LOC110893851/LOC110894046/LOC110900357/LOC110869405/LOC110917366	12
extracellular space	extracellular space	extracellular space	40/5384	143/35298	0.27972027972028	1.83387192302497	4.23894710312814	7.02277475580314e-05	0.000945669532185545	0.000753416642872031	LOC110911862/LOC110911871/LOC110905361/LOC110905381/LOC110895493/LOC110894594/LOC110928759/LOC110935019/LOC110935020/LOC110935189/LOC110935188/LOC110938200/LOC110943539/LOC110943535/LOC110943533/LOC118492249/LOC118492250/LOC118492251/LOC110943413/LOC110939222/LOC110939223/LOC110939224/LOC110903343/LOC110901891/LOC110903342/LOC110903340/LOC110899629/LOC110941314/LOC110889687/LOC110943415/LOC110879387/LOC110873074/LOC110893960/LOC110893961/LOC110912358/LOC118485570/LOC110903490/LOC110916173/LOC110915800/LOC110876098	40
sodium:proton antiporter activity	sodium:proton antiporter activity	sodium:proton antiporter activity	8/5384	12/35298	0.666666666666667	4.37072808320951	4.95447117372382	8.08294108918567e-05	0.00106881172737246	0.000851524254607388	LOC110930025/LOC110865109/LOC110884173/LOC110895876/LOC110899142/LOC110910599/LOC110910597/LOC110926500	8
Golgi to plasma membrane transport	Golgi to plasma membrane transport	Golgi to plasma membrane transport	11/5384	21/35298	0.523809523809524	3.43414349395033	4.73362859490134	8.15471816408284e-05	0.00106881172737246	0.000851524254607388	LOC110919814/LOC110919540/LOC110865129/LOC110942226/LOC110879492/LOC110886395/LOC110890443/LOC110894145/LOC110898481/LOC110904636/LOC110916038	11
nitrate transmembrane transport	nitrate transmembrane transport	nitrate transmembrane transport	10/5384	18/35298	0.555555555555556	3.64227340267459	4.75700815443838	9.04640143831748e-05	0.00116057114157794	0.00092462914743694	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
plus-end-directed microtubule motor activity	plus-end-directed microtubule motor activity	plus-end-directed microtubule motor activity	9/5384	15/35298	0.6	3.93365527488856	4.82121096315992	9.21803048270861e-05	0.00116057114157794	0.00092462914743694	LOC110936946/LOC110939936/LOC110940839/LOC110865271/LOC110873314/LOC110914112/LOC110891223/LOC110901535/LOC110923616	9
structural constituent of cytoskeleton	structural constituent of cytoskeleton	structural constituent of cytoskeleton	16/5384	39/35298	0.41025641025641	2.68967882043662	4.47904728067991	9.32707224665892e-05	0.00116057114157794	0.00092462914743694	LOC110867888/LOC110898952/LOC110940095/LOC110940904/LOC110865507/LOC110884601/LOC110867693/LOC110867677/LOC110873866/LOC110878216/LOC110885516/LOC110894717/LOC110895460/LOC110897292/LOC110897777/LOC110898149	16
vesicle	vesicle	vesicle	16/5384	39/35298	0.41025641025641	2.68967882043662	4.47904728067991	9.32707224665892e-05	0.00116057114157794	0.00092462914743694	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
intracellular anatomical structure	intracellular anatomical structure	intracellular anatomical structure	17/5384	44/35298	0.386363636363636	2.53303559367824	4.31676647225099	0.000138089074972836	0.00168558649231309	0.00134290983592755	LOC110893208/LOC110931928/LOC110864850/LOC110865191/LOC110878399/LOC110879639/LOC110881412/LOC110884645/LOC110884875/LOC110882722/LOC110886153/LOC110893245/LOC110896121/LOC110922417/LOC110926236/LOC110926235/LOC110921441	17
CAAX-box protein processing	CAAX-box protein processing	CAAX-box protein processing	11/5384	22/35298	0.5	3.27804606240713	4.53438459584713	0.000140608435777898	0.00168558649231309	0.00134290983592755	LOC110883109/LOC110900237/LOC110886612/LOC110886601/LOC110886602/LOC110886611/LOC110886610/LOC118480961/LOC110930287/LOC110890529/LOC118489073	11
translation initiation factor binding	translation initiation factor binding	translation initiation factor binding	11/5384	22/35298	0.5	3.27804606240713	4.53438459584713	0.000140608435777898	0.00168558649231309	0.00134290983592755	LOC110879228/LOC118485660/LOC110864268/LOC110871664/LOC110873367/LOC110889774/LOC110890652/LOC110891419/LOC110896247/LOC118488261/LOC110930596	11
plant-type cell wall biogenesis	plant-type cell wall biogenesis	plant-type cell wall biogenesis	7/5384	10/35298	0.7	4.58926448736999	4.81588511437904	0.000149726825825895	0.00173154670337476	0.00137952641999339	LOC118488863/LOC110899035/LOC110903134/LOC110924043/LOC110879173/LOC110879930/LOC110915474	7
UDP-arabinopyranose mutase activity	UDP-arabinopyranose mutase activity	UDP-arabinopyranose mutase activity	7/5384	10/35298	0.7	4.58926448736999	4.81588511437904	0.000149726825825895	0.00173154670337476	0.00137952641999339	LOC118488863/LOC110899035/LOC110903134/LOC110924043/LOC110879173/LOC110879930/LOC110915474	7
UDP-L-arabinose metabolic process	UDP-L-arabinose metabolic process	UDP-L-arabinose metabolic process	7/5384	10/35298	0.7	4.58926448736999	4.81588511437904	0.000149726825825895	0.00173154670337476	0.00137952641999339	LOC118488863/LOC110899035/LOC110903134/LOC110924043/LOC110879173/LOC110879930/LOC110915474	7
cinnamyl-alcohol dehydrogenase activity	cinnamyl-alcohol dehydrogenase activity	cinnamyl-alcohol dehydrogenase activity	9/5384	16/35298	0.5625	3.68780182020802	4.56210015735039	0.000182105249601924	0.00205507749700138	0.00163728399397015	LOC110867824/LOC110867822/LOC110867821/LOC110909259/LOC110909257/LOC110909246/LOC110907290/LOC110909243/LOC110909241	9
chromatin DNA binding	chromatin DNA binding	chromatin DNA binding	19/5384	53/35298	0.358490566037736	2.35029717682021	4.17352207935985	0.000183302188411463	0.00205507749700138	0.00163728399397015	LOC110869837/LOC110929996/LOC110929995/LOC110932215/LOC110929991/LOC110929993/LOC110929990/LOC110939651/LOC110873757/LOC110879368/LOC110889535/LOC110889539/LOC110910301/LOC110891504/LOC110891505/LOC110899138/LOC110908742/LOC110905014/LOC110911634	19
lipid binding	lipid binding	lipid binding	40/5384	149/35298	0.268456375838926	1.76002473149376	3.94410574622614	0.000185144945613103	0.00205507749700138	0.00163728399397015	LOC110934348/LOC110941719/LOC110874493/LOC110875515/LOC110909109/LOC110912799/LOC110923740/LOC110927068/LOC110928685/LOC110929420/LOC110930106/LOC110930384/LOC110930697/LOC110930696/LOC110935583/LOC110936622/LOC110940579/LOC110940910/LOC110884059/LOC110877409/LOC110886549/LOC110894241/LOC110897331/LOC110898062/LOC110898490/LOC110901603/LOC110899531/LOC110899529/LOC110899840/LOC110899839/LOC110899837/LOC110899836/LOC110902020/LOC110899835/LOC110899834/LOC110899830/LOC110904293/LOC110912427/LOC110915761/LOC110917400	40
histone deacetylase complex	histone deacetylase complex	histone deacetylase complex	16/5384	41/35298	0.390243902439024	2.55847497553727	4.23597376947567	0.000188155620274795	0.00205507749700138	0.00163728399397015	LOC110869837/LOC110939924/LOC110928935/LOC110936113/LOC110864413/LOC110896141/LOC118482026/LOC110879502/LOC110910301/LOC110891504/LOC110891505/LOC110908073/LOC110911634/LOC110915730/LOC110917470/LOC110922455	16
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	16/5384	41/35298	0.390243902439024	2.55847497553727	4.23597376947567	0.000188155620274795	0.00205507749700138	0.00163728399397015	LOC110927161/LOC110927159/LOC110931505/LOC110896133/LOC110896135/LOC110878831/LOC110878828/LOC110927144/LOC110898679/LOC110898673/LOC110898672/LOC110898671/LOC110898670/LOC110904035/LOC110904034/LOC110904031	16
microtubule motor activity	microtubule motor activity	microtubule motor activity	24/5384	75/35298	0.32	2.09794947994056	4.03816440269827	0.00021388036655534	0.00231037802553735	0.00184068239117609	LOC110942285/LOC110877133/LOC110879359/LOC110926114/LOC110927339/LOC110865868/LOC110927754/LOC110937060/LOC110942159/LOC118479679/LOC110884181/LOC110927289/LOC110884529/LOC110886910/LOC110889968/LOC110893780/LOC110898193/LOC118485848/LOC110909261/LOC110914253/LOC110912948/LOC110915872/LOC110916045/LOC110865169	24
mannan synthase activity	mannan synthase activity	mannan synthase activity	16/5384	42/35298	0.380952380952381	2.49755890469115	4.11980081062658	0.00026117070398339	0.00279055219582253	0.00222323802933229	LOC110924304/LOC110930266/LOC110930959/LOC110930960/LOC110898073/LOC110898408/LOC110899479/LOC110899478/LOC110908356/LOC110904222/LOC110904221/LOC110904223/LOC110904219/LOC110904237/LOC110904239/LOC110904242	16
microtubule binding	microtubule binding	microtubule binding	53/5384	217/35298	0.244239631336406	1.60125752357215	3.76910804248375	0.000269838150829404	0.00285216023941188	0.00227232127014235	LOC110942285/LOC110877133/LOC110879359/LOC110911949/LOC110936946/LOC110926114/LOC110927339/LOC110865868/LOC118490578/LOC110927754/LOC110935606/LOC110912625/LOC110937060/LOC110939936/LOC110942159/LOC118479679/LOC110865271/LOC110884181/LOC110870589/LOC110917680/LOC110868368/LOC110873314/LOC110927289/LOC110921241/LOC110884529/LOC110886585/LOC110886910/LOC110889968/LOC110937519/LOC110891223/LOC110893780/LOC110894250/LOC110898193/LOC110901535/LOC118485848/LOC110879307/LOC110909261/LOC110909353/LOC110910941/LOC110911690/LOC110911691/LOC110912137/LOC110912154/LOC110914253/LOC110912948/LOC110915231/LOC110915872/LOC110919433/LOC110916045/LOC110916605/LOC110919949/LOC110923616/LOC110865169	53
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	20/5384	59/35298	0.338983050847458	2.22240411010653	3.98669671124299	0.00029832778771399	0.00311974697151971	0.00248550810816583	LOC110918003/LOC110911102/LOC110911083/LOC110886277/LOC110898949/LOC110898948/LOC110898945/LOC110898946/LOC110941141/LOC118483806/LOC110926657/LOC110899034/LOC110899031/LOC110899032/LOC110879143/LOC110884162/LOC110886869/LOC110887564/LOC110889224/LOC110942133	20
endocytosis	endocytosis	endocytosis	18/5384	51/35298	0.352941176470588	2.31391486758151	3.98359716037739	0.000335686517900735	0.00347347207469919	0.00276732154369138	LOC110885804/LOC110879217/LOC110927222/LOC110929709/LOC110929851/LOC110930888/LOC110903750/LOC110886469/LOC110890064/LOC110890253/LOC110890863/LOC110894196/LOC110898161/LOC110899980/LOC110899983/LOC110899952/LOC110917989/LOC110926367	18
alpha-mannosidase activity	alpha-mannosidase activity	alpha-mannosidase activity	7/5384	11/35298	0.636363636363636	4.1720586248818	4.46389897696516	0.000357264313971672	0.0036582377149391	0.002914524666611	LOC110932471/LOC110901878/LOC110878463/LOC110879976/LOC110911075/LOC110918649/LOC110917653	7
phosphatidylcholine metabolic process	phosphatidylcholine metabolic process	phosphatidylcholine metabolic process	8/5384	14/35298	0.571428571428571	3.74633835703672	4.36026949099457	0.000367598866154395	0.0037252544889667	0.00296791705283635	LOC110935648/LOC110864358/LOC110864727/LOC110864715/LOC110885693/LOC110891510/LOC110893851/LOC110917366	8
plant-type vacuole membrane	plant-type vacuole membrane	plant-type vacuole membrane	25/5384	83/35298	0.301204819277108	1.97472654361875	3.77174367837914	0.000453070495062166	0.00454457445557254	0.00362067076612515	LOC110875017/LOC110875029/LOC110874964/LOC110929030/LOC110937413/LOC110940781/LOC110865654/LOC110878607/LOC110878604/LOC110878603/LOC110906697/LOC110898810/LOC110937109/LOC110937110/LOC110937115/LOC110937116/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043/LOC110912259/LOC110916906	25
phospholipid catabolic process	phospholipid catabolic process	phospholipid catabolic process	12/5384	29/35298	0.413793103448276	2.7128657068197	3.91480305721007	0.000635253454969184	0.00630761763873442	0.00502529048907042	LOC110931071/LOC110935648/LOC110864358/LOC110864727/LOC110864715/LOC110885693/LOC110891510/LOC110893851/LOC110894046/LOC110900357/LOC110869405/LOC110917366	12
polysaccharide binding	polysaccharide binding	polysaccharide binding	26/5384	90/35298	0.288888888888889	1.89398216939079	3.60257982168328	0.00071479827673334	0.00702646706028873	0.00559799913568005	LOC110867987/LOC110877291/LOC110877292/LOC110877290/LOC110889427/LOC110889426/LOC110889454/LOC110897734/LOC110912331/LOC110908601/LOC118486512/LOC110908917/LOC110908919/LOC118486555/LOC110903782/LOC110903832/LOC110903830/LOC110895392/LOC110909867/LOC110913921/LOC118488887/LOC110939771/LOC110925840/LOC110923271/LOC118488913/LOC110923286	26
long-chain fatty acid-CoA ligase activity	long-chain fatty acid-CoA ligase activity	long-chain fatty acid-CoA ligase activity	10/5384	22/35298	0.454545454545455	2.98004187491557	3.94121590643449	0.000743114189005433	0.00717275033580975	0.005714543288368	LOC110895747/LOC110930246/LOC110867977/LOC110867086/LOC110868952/LOC110872567/LOC110885243/LOC110899500/LOC110901830/LOC110899498	10
2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	7/5384	12/35298	0.583333333333333	3.82438707280832	4.15143078593957	0.000744273178283412	0.00717275033580975	0.005714543288368	LOC110941794/LOC118479321/LOC110930614/LOC110884435/LOC110889698/LOC110909989/LOC110925402	7
chromatin	chromatin	chromatin	27/5384	95/35298	0.28421052631579	1.86331039336826	3.5745642917275	0.000753485531677237	0.00719103182173518	0.00572910818158267	LOC110944111/LOC110869837/LOC110875408/LOC110880021/LOC110881796/LOC110929968/LOC110930350/LOC110940468/LOC110940510/LOC110941305/LOC110868576/LOC110896141/LOC110878568/LOC110884257/LOC110886518/LOC110880939/LOC110910301/LOC110918379/LOC110891504/LOC110891505/LOC110897552/LOC110899404/LOC110899405/LOC110899997/LOC110899996/LOC110911634/LOC110915385	27
actin filament binding	actin filament binding	actin filament binding	33/5384	124/35298	0.266129032258065	1.74476645257154	3.52455463715701	0.000761702966274091	0.00719955784468684	0.00573590087963485	LOC110866906/LOC110870809/LOC110871306/LOC110881853/LOC118490101/LOC110936626/LOC110936988/LOC110937308/LOC110939809/LOC110942068/LOC110884179/LOC110878917/LOC110871605/LOC110872324/LOC110889038/LOC110873555/LOC110873627/LOC110877028/LOC110885250/LOC110886186/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110894010/LOC110869101/LOC110894934/LOC110865468/LOC110908459/LOC110911345/LOC110907009/LOC110926504/LOC110926429	33
translational initiation	translational initiation	translational initiation	20/5384	63/35298	0.317460317460317	2.08129908724262	3.64429186528361	0.000780730683796132	0.00730912630639617	0.00582319427312604	LOC110879228/LOC118485660/LOC110864268/LOC110864385/LOC110945157/LOC110873614/LOC110873131/LOC110873132/LOC110873253/LOC110873367/LOC110878626/LOC110883621/LOC110891543/LOC110889774/LOC110890652/LOC110891419/LOC110896247/LOC118488261/LOC110930596/LOC110923091	20
actin filament organization	actin filament organization	actin filament organization	18/5384	55/35298	0.327272727272727	2.14563014993921	3.60722741378747	0.000943137245227164	0.0086565473513252	0.00689668707970868	LOC110870809/LOC110871306/LOC118490101/LOC110885168/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110898843/LOC110908459/LOC110907009	18
ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	9/5384	19/35298	0.473684210526316	3.10551732228044	3.89458928327265	0.000951075395669503	0.0086565473513252	0.00689668707970868	LOC110908859/LOC110935506/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659/LOC110923021	9
phospholipid translocation	phospholipid translocation	phospholipid translocation	9/5384	19/35298	0.473684210526316	3.10551732228044	3.89458928327265	0.000951075395669503	0.0086565473513252	0.00689668707970868	LOC110908859/LOC110935506/LOC110935395/LOC110935509/LOC110940604/LOC110878289/LOC110895711/LOC110903659/LOC110923021	9
lipid oxidation	lipid oxidation	lipid oxidation	10/5384	23/35298	0.434782608695652	2.85047483687577	3.76615135066069	0.00113597503649839	0.0102446189071368	0.00816190658768516	LOC110927161/LOC110927159/LOC110878831/LOC110878828/LOC110927144/LOC110898679/LOC110898673/LOC110898672/LOC110898671/LOC110898670	10
pyridoxal phosphate binding	pyridoxal phosphate binding	pyridoxal phosphate binding	35/5384	138/35298	0.253623188405797	1.66277698817753	3.30953295204468	0.00136227934434668	0.0121738235953889	0.00969890748510936	LOC110864722/LOC110877880/LOC110908672/LOC110940008/LOC110940144/LOC110884571/LOC110940011/LOC110940148/LOC110941387/LOC110941526/LOC110865981/LOC110945056/LOC110868012/LOC110871775/LOC110871788/LOC110869427/LOC110873794/LOC110877823/LOC110879949/LOC110880305/LOC110886444/LOC110889434/LOC110910203/LOC110894122/LOC110894161/LOC110897482/LOC110908062/LOC110943484/LOC110903697/LOC110911268/LOC110910958/LOC110923568/LOC110925576/LOC110922226/LOC110930770	35
mannose metabolic process	mannose metabolic process	mannose metabolic process	7/5384	13/35298	0.538461538461538	3.53020345182307	3.8709381978653	0.00140034346806972	0.0121817489301994	0.00970522161382277	LOC110932471/LOC110901878/LOC110878463/LOC110879976/LOC110911075/LOC110918649/LOC110917653	7
pectin acetylesterase activity	pectin acetylesterase activity	pectin acetylesterase activity	7/5384	13/35298	0.538461538461538	3.53020345182307	3.8709381978653	0.00140034346806972	0.0121817489301994	0.00970522161382277	LOC110932224/LOC110930137/LOC110930139/LOC110930140/LOC110930181/LOC110865054/LOC110899341	7
terpenoid biosynthetic process	terpenoid biosynthetic process	terpenoid biosynthetic process	7/5384	13/35298	0.538461538461538	3.53020345182307	3.8709381978653	0.00140034346806972	0.0121817489301994	0.00970522161382277	LOC110886119/LOC110900233/LOC110897273/LOC110901210/LOC110868536/LOC110908424/LOC110904306	7
glutamine biosynthetic process	glutamine biosynthetic process	glutamine biosynthetic process	6/5384	10/35298	0.6	3.93365527488856	3.93622337355465	0.00151149381758643	0.0127150451873606	0.010130099715582	LOC110940842/LOC110866661/LOC110868051/LOC110886282/LOC110894104/LOC110915427	6
glutamine synthetase activity	glutamine synthetase activity	glutamine synthetase activity	6/5384	10/35298	0.6	3.93365527488856	3.93622337355465	0.00151149381758643	0.0127150451873606	0.010130099715582	LOC110940842/LOC110866661/LOC110868051/LOC110886282/LOC110894104/LOC110915427	6
NADPH-hemoprotein reductase activity	NADPH-hemoprotein reductase activity	NADPH-hemoprotein reductase activity	6/5384	10/35298	0.6	3.93365527488856	3.93622337355465	0.00151149381758643	0.0127150451873606	0.010130099715582	LOC110878276/LOC110943174/LOC110876193/LOC110894001/LOC110894003/LOC110894002	6
sterol metabolic process	sterol metabolic process	sterol metabolic process	23/5384	80/35298	0.2875	1.8848764858841	3.36147187529572	0.00151338788089643	0.0127150451873606	0.010130099715582	LOC110932425/LOC110868510/LOC110940077/LOC110865515/LOC110867641/LOC110885657/LOC110894209/LOC110908664/LOC110908665/LOC110908667/LOC110908671/LOC110908670/LOC110906944/LOC110908674/LOC110908675/LOC110914836/LOC110910867/LOC110914837/LOC110913351/LOC110910869/LOC110910870/LOC110917837/LOC110916009	23
eukaryotic translation initiation factor 3 complex	eukaryotic translation initiation factor 3 complex	eukaryotic translation initiation factor 3 complex	10/5384	24/35298	0.416666666666667	2.73170505200594	3.60028074624033	0.0016830631009317	0.0140207714255582	0.0111703741935164	LOC110864385/LOC110945157/LOC110873253/LOC110878626/LOC110890652/LOC110891419/LOC110896247/LOC118488261/LOC110930596/LOC110923091	10
cellular response to phosphate starvation	cellular response to phosphate starvation	cellular response to phosphate starvation	11/5384	28/35298	0.392857142857143	2.57560762046275	3.53841312161383	0.0017660790271383	0.014588703224176	0.0116228464943909	LOC110879123/LOC110879157/LOC110879159/LOC110879167/LOC110879090/LOC118482189/LOC110893852/LOC110903866/LOC110903889/LOC110912301/LOC110922536	11
